Date,TLT Adj Close,VTI Adj Close,VTV Adj Close,VBR Adj Close,AGG Adj Close
2004-01-30,48.57655334472656,39.05206298828125,30.754310607910156,34.067955017089844,58.091827392578125
2004-02-02,48.47452163696289,39.12358093261719,30.85420036315918,34.07487869262695,58.10771179199219
2004-02-03,48.72112274169922,39.11285400390625,30.847959518432617,34.24106216430664,58.26667022705078
2004-02-04,48.62584686279297,38.748207092285156,30.716829299926758,33.51401138305664,58.2723274230957
2004-02-05,48.43531036376953,38.90549850463867,30.716829299926758,33.62479019165039,58.10771179199219
2004-02-06,48.967674255371094,39.406005859375,31.022809982299805,34.48341369628906,58.346134185791016
2004-02-09,49.11338424682617,39.35594177246094,31.01032829284668,34.56649398803711,58.38591003417969
2004-02-10,48.838802337646484,39.60618591308594,31.072771072387695,34.7603874206543,58.261016845703125
2004-02-11,49.20304489135742,39.93506622314453,31.591066360473633,35.12738800048828,58.488121032714844
2004-02-12,48.99571990966797,39.82783508300781,31.466176986694336,35.002742767333984,58.493743896484375
2004-02-13,49.20304489135742,39.62403869628906,31.341285705566406,34.7603874206543,58.75492858886719
2004-02-17,49.169456481933594,40.03874206542969,31.572330474853516,35.1412353515625,58.61299514770508
2004-02-18,49.236690521240234,39.860008239746094,31.441200256347656,35.002742767333984,58.56753921508789
2004-02-19,49.28712463378906,39.641929626464844,31.553592681884766,34.621891021728516,58.63001251220703
2004-02-20,48.945274353027344,39.5203857421875,31.310054779052734,34.725765228271484,58.44839859008789
2004-02-23,49.24785232543945,39.25584030151367,31.285078048706055,34.31723403930664,58.607276916503906
2004-02-24,49.33759689331055,39.27372741699219,31.097736358642578,34.324161529541016,58.556236267089844
2004-02-25,49.415992736816406,39.48463439941406,31.335039138793945,34.55265426635742,58.69245529174805
2004-02-26,49.25910568237305,39.541847229003906,31.372509002685547,34.74653625488281,58.595970153808594
2004-02-27,49.685001373291016,39.599029541015625,31.553592681884766,35.0373649597168,58.75492858886719
2004-03-01,49.6658821105957,39.985111236572266,31.80962371826172,35.4943733215332,58.78109359741211
2004-03-02,49.350799560546875,39.83854675292969,31.672258377075195,35.411285400390625,58.576236724853516
2004-03-03,49.26076126098633,39.860008239746094,31.672258377075195,35.328189849853516,58.513641357421875
2004-03-04,49.48017120361328,40.03874206542969,31.740938186645508,35.62593460083008,58.655887603759766
2004-03-05,50.43668746948242,40.163856506347656,31.94075584411621,35.86136245727539,59.088417053222656
2004-03-08,50.73491668701172,39.79564666748047,31.784645080566406,35.65364074707031,59.28758239746094
2004-03-09,51.072505950927734,39.588314056396484,31.541112899780273,35.31434631347656,59.37294006347656
2004-03-10,51.03874969482422,38.8804817199707,31.05403709411621,34.76731872558594,59.30467987060547
2004-03-11,51.11193084716797,38.38357162475586,30.560718536376953,34.3587760925293,59.43553924560547
2004-03-12,50.796836853027344,38.92695617675781,30.760543823242188,34.89196014404297,59.25345993041992
2004-03-15,50.88121032714844,38.337093353271484,30.460800170898438,34.448795318603516,59.26480484008789
2004-03-16,51.303226470947266,38.548011779785156,30.560718536376953,34.178741455078125,59.407081604003906
2004-03-17,51.21883773803711,38.96269607543945,31.02906608581543,34.9404182434082,59.37863540649414
2004-03-18,50.948768615722656,38.91623306274414,30.947887420654297,34.7396240234375,59.32173538208008
2004-03-19,50.88121032714844,38.46579360961914,30.72307586669922,34.61497497558594,59.25912857055664
2004-03-22,51.190673828125,37.97603988647461,30.229768753051758,34.19951629638672,59.412818908691406
2004-03-23,51.28069305419922,37.93312072753906,30.260976791381836,34.379554748535156,59.41851043701172
2004-03-24,51.25259017944336,37.89381408691406,29.97373390197754,34.00563049316406,59.4526252746582
2004-03-25,51.05565643310547,38.43003463745117,30.38588523864746,34.53879928588867,59.41851043701172
2004-03-26,50.515499114990234,38.52299118041992,30.535743713378906,34.649593353271484,59.21363830566406
2004-03-29,50.17789077758789,38.9067497253418,30.79319953918457,35.04429244995117,59.10549545288086
2004-03-30,50.14411926269531,39.1219367980957,31.00039291381836,35.459754943847656,58.87217712402344
2004-03-31,50.38605499267578,39.19367218017578,31.019237518310547,35.59823989868164,59.1567268371582
2004-04-01,50.22114944458008,39.394508361816406,31.20763397216797,35.764427185058594,59.18523406982422
2004-04-02,48.97847366333008,39.753173828125,31.20763397216797,36.20759201049805,58.643226623535156
