Date,TLT Adj Close,VTI Adj Close,VTV Adj Close,VBR Adj Close,AGG Adj Close,^VIX Adj Close,^VIX3M Adj Close,SPY Adj Close,IEI Adj Close,SHY Adj Close,BIL Adj Close,UUP Adj Close,FXF Adj Close,FXY Adj Close,VXX Adj Close,GLD Adj Close,TLT Adj Close,EMB Adj Close,IWM Adj Close,DIA Adj Close,SPY Adj Close,EEM Adj Close,VGK Adj Close,REM Adj Close,VNQ Adj Close,DMC Adj Close,GSG Adj Close,GDX Adj Close,BITO Adj Close,LQD Adj Close,IGSB Adj Close,HYG Adj Close
1997-05-30,,,,,,19.190000534057617,,54.94622802734375,,,,,,,,,,,,,54.94623947143555,,,,,,,,,,,
1997-06-02,,,,,,20.850000381469727,,54.70427322387695,,,,,,,,,,,,,54.70429229736328,,,,,,,,,,,
1997-06-03,,,,,,20.010000228881836,,54.522796630859375,,,,,,,,,,,,,54.522804260253906,,,,,,,,,,,
1997-06-04,,,,,,20.100000381469727,,54.462284088134766,,,,,,,,,,,,,54.46232604980469,,,,,,,,,,,
1997-06-05,,,,,,20.360000610351562,,54.66394805908203,,,,,,,,,,,,,54.6639404296875,,,,,,,,,,,
1997-06-06,,,,,,18.940000534057617,,55.732643127441406,,,,,,,,,,,,,55.7326545715332,,,,,,,,,,,
1997-06-09,,,,,,19.459999084472656,,56.014896392822266,,,,,,,,,,,,,56.01491928100586,,,,,,,,,,,
1997-06-10,,,,,,19.040000915527344,,56.18632125854492,,,,,,,,,,,,,56.186302185058594,,,,,,,,,,,
1997-06-11,,,,,,18.850000381469727,,56.317386627197266,,,,,,,,,,,,,56.317378997802734,,,,,,,,,,,
1997-06-12,,,,,,18.510000228881836,,57.40620422363281,,,,,,,,,,,,,57.406211853027344,,,,,,,,,,,
1997-06-13,,,,,,19.270000457763672,,57.890167236328125,,,,,,,,,,,,,57.89015579223633,,,,,,,,,,,
1997-06-16,,,,,,19.770000457763672,,57.91034698486328,,,,,,,,,,,,,57.91032791137695,,,,,,,,,,,
1997-06-17,,,,,,20.170000076293945,,57.82967758178711,,,,,,,,,,,,,57.829673767089844,,,,,,,,,,,
1997-06-18,,,,,,20.450000762939453,,57.62799835205078,,,,,,,,,,,,,57.628047943115234,,,,,,,,,,,
1997-06-19,,,,,,20.100000381469727,,58.22283935546875,,,,,,,,,,,,,58.222816467285156,,,,,,,,,,,
1997-06-20,,,,,,20.200000762939453,,58.02446746826172,,,,,,,,,,,,,58.02448654174805,,,,,,,,,,,
1997-06-23,,,,,,21.190000534057617,,56.61763000488281,,,,,,,,,,,,,56.61766052246094,,,,,,,,,,,
1997-06-24,,,,,,20.739999771118164,,58.05485916137695,,,,,,,,,,,,,58.05485153198242,,,,,,,,,,,
1997-06-25,,,,,,21.5,,57.64998245239258,,,,,,,,,,,,,57.64999771118164,,,,,,,,,,,
1997-06-26,,,,,,21.81999969482422,,57.3665885925293,,,,,,,,,,,,,57.36659622192383,,,,,,,,,,,
1997-06-27,,,,,,21.219999313354492,,57.589256286621094,,,,,,,,,,,,,57.5892448425293,,,,,,,,,,,
1997-06-30,,,,,,21.530000686645508,,57.204673767089844,,,,,,,,,,,,,57.204647064208984,,,,,,,,,,,
1997-07-01,,,,,,21.0,,57.872650146484375,,,,,,,,,,,,,57.87266540527344,,,,,,,,,,,
1997-07-02,,,,,,19.700000762939453,,58.824039459228516,,,,,,,,,,,,,58.82405471801758,,,,,,,,,,,
1997-07-03,,,,,,17.81999969482422,,59.63373565673828,,,,,,,,,,,,,59.633724212646484,,,,,,,,,,,
1997-07-07,,,,,,19.1299991607666,,59.02647018432617,,,,,,,,,,,,,59.0264778137207,,,,,,,,,,,
1997-07-08,,,,,,18.760000228881836,,59.64387893676758,,,,,,,,,,,,,59.643836975097656,,,,,,,,,,,
1997-07-09,,,,,,20.399999618530273,,58.98600387573242,,,,,,,,,,,,,58.98597717285156,,,,,,,,,,,
1997-07-10,,,,,,19.920000076293945,,59.24911117553711,,,,,,,,,,,,,59.2491455078125,,,,,,,,,,,
1997-07-11,,,,,,19.059999465942383,,59.4515380859375,,,,,,,,,,,,,59.45155715942383,,,,,,,,,,,
1997-07-14,,,,,,19.579999923706055,,59.63373565673828,,,,,,,,,,,,,59.633724212646484,,,,,,,,,,,
1997-07-15,,,,,,19.0,,59.93736267089844,,,,,,,,,,,,,59.937381744384766,,,,,,,,,,,
1997-07-16,,,,,,19.360000610351562,,60.72683334350586,,,,,,,,,,,,,60.726844787597656,,,,,,,,,,,
1997-07-17,,,,,,20.540000915527344,,60.42317581176758,,,,,,,,,,,,,60.42318344116211,,,,,,,,,,,
1997-07-18,,,,,,22.280000686645508,,59.13780975341797,,,,,,,,,,,,,59.13780975341797,,,,,,,,,,,
1997-07-21,,,,,,23.510000228881836,,59.14789581298828,,,,,,,,,,,,,59.14789581298828,,,,,,,,,,,
1997-07-22,,,,,,21.770000457763672,,60.71669006347656,,,,,,,,,,,,,60.71668243408203,,,,,,,,,,,
1997-07-23,,,,,,21.299999237060547,,60.66611099243164,,,,,,,,,,,,,60.66611862182617,,,,,,,,,,,
1997-07-24,,,,,,20.959999084472656,,60.94947052001953,,,,,,,,,,,,,60.94948959350586,,,,,,,,,,,
1997-07-25,,,,,,20.81999969482422,,60.90898132324219,,,,,,,,,,,,,60.90898513793945,,,,,,,,,,,
1997-07-28,,,,,,21.84000015258789,,60.8685302734375,,,,,,,,,,,,,60.8685417175293,,,,,,,,,,,
1997-07-29,,,,,,22.020000457763672,,61.070919036865234,,,,,,,,,,,,,61.07093811035156,,,,,,,,,,,
1997-07-30,,,,,,21.389999389648438,,61.799686431884766,,,,,,,,,,,,,61.79967498779297,,,,,,,,,,,
1997-07-31,,,,,,21.479999542236328,,61.73892593383789,,,,,,,,,,,,,61.73894500732422,,,,,,,,,,,
1997-08-01,,,,,,22.290000915527344,,61.49604415893555,,,,,,,,,,,,,61.49603271484375,,,,,,,,,,,
1997-08-04,,,,,,21.940000534057617,,61.657981872558594,,,,,,,,,,,,,61.657981872558594,,,,,,,,,,,
1997-08-05,,,,,,20.639999389648438,,61.69846725463867,,,,,,,,,,,,,61.69841003417969,,,,,,,,,,,
1997-08-06,,,,,,20.049999237060547,,62.20450210571289,,,,,,,,,,,,,62.20448303222656,,,,,,,,,,,
1997-08-07,,,,,,19.770000457763672,,61.73892593383789,,,,,,,,,,,,,61.73894500732422,,,,,,,,,,,
1997-08-08,,,,,,22.459999084472656,,60.483924865722656,,,,,,,,,,,,,60.48390579223633,,,,,,,,,,,
1997-08-11,,,,,,22.770000457763672,,60.92924118041992,,,,,,,,,,,,,60.92927551269531,,,,,,,,,,,
1997-08-12,,,,,,23.75,,59.95761489868164,,,,,,,,,,,,,59.957637786865234,,,,,,,,,,,
1997-08-13,,,,,,24.520000457763672,,59.77543258666992,,,,,,,,,,,,,59.7754020690918,,,,,,,,,,,
1997-08-14,,,,,,23.110000610351562,,59.99809646606445,,,,,,,,,,,,,59.99808120727539,,,,,,,,,,,
1997-08-15,,,,,,24.450000762939453,,58.15605926513672,,,,,,,,,,,,,58.15604019165039,,,,,,,,,,,
1997-08-18,,,,,,24.3700008392334,,59.4515380859375,,,,,,,,,,,,,59.45155715942383,,,,,,,,,,,
1997-08-19,,,,,,22.639999389648438,,60.1397819519043,,,,,,,,,,,,,60.1397819519043,,,,,,,,,,,
1997-08-20,,,,,,21.09000015258789,,61.050724029541016,,,,,,,,,,,,,61.050682067871094,,,,,,,,,,,
1997-08-21,,,,,,23.829999923706055,,59.97785568237305,,,,,,,,,,,,,59.97782516479492,,,,,,,,,,,
1997-08-22,,,,,,24.739999771118164,,59.95761489868164,,,,,,,,,,,,,59.957637786865234,,,,,,,,,,,
1997-08-25,,,,,,24.100000381469727,,59.73491668701172,,,,,,,,,,,,,59.73497009277344,,,,,,,,,,,
1997-08-26,,,,,,24.729999542236328,,58.85441207885742,,,,,,,,,,,,,58.854393005371094,,,,,,,,,,,
1997-08-27,,,,,,24.260000228881836,,59.208648681640625,,,,,,,,,,,,,59.208641052246094,,,,,,,,,,,
1997-08-28,,,,,,24.510000228881836,,58.307861328125,,,,,,,,,,,,,58.307857513427734,,,,,,,,,,,
1997-08-29,,,,,,24.760000228881836,,58.5406494140625,,,,,,,,,,,,,58.54062271118164,,,,,,,,,,,
1997-09-02,,,,,,24.530000686645508,,60.443416595458984,,,,,,,,,,,,,60.443416595458984,,,,,,,,,,,
1997-09-03,,,,,,24.950000762939453,,60.11956024169922,,,,,,,,,,,,,60.11958312988281,,,,,,,,,,,
1997-09-04,,,,,,25.270000457763672,,60.504180908203125,,,,,,,,,,,,,60.504154205322266,,,,,,,,,,,
1997-09-05,,,,,,24.309999465942383,,60.332115173339844,,,,,,,,,,,,,60.33206558227539,,,,,,,,,,,
1997-09-08,,,,,,24.399999618530273,,60.59525680541992,,,,,,,,,,,,,60.5952262878418,,,,,,,,,,,
1997-09-09,,,,,,23.889999389648438,,60.625614166259766,,,,,,,,,,,,,60.6256103515625,,,,,,,,,,,
1997-09-10,,,,,,24.639999389648438,,59.37062454223633,,,,,,,,,,,,,59.37057876586914,,,,,,,,,,,
1997-09-11,,,,,,25.989999771118164,,59.06695556640625,,,,,,,,,,,,,59.066959381103516,,,,,,,,,,,
