,Mom   
19830105,  -1.42
19830106,  -1.33
19830107,   0.16
19830110,  -0.67
19830111,   0.37
19830112,  -0.04
19830113,   0.27
19830114,   0.04
19830117,   0.50
19830118,  -0.16
19830119,  -0.76
19830120,  -1.34
19830121,  -0.25
19830124,   0.98
19830125,   1.66
19830126,   0.28
19830127,   0.94
19830128,   0.29
19830131,   0.57
19830201,   0.21
19830202,  -0.02
19830203,   0.02
19830204,   0.16
19830207,  -0.19
19830208,  -0.13
19830209,  -0.02
19830210,  -0.14
19830211,   0.23
19830214,   0.41
19830215,  -0.02
19830216,   0.15
19830217,  -0.01
19830218,   0.09
19830222,   1.19
19830223,   0.34
19830224,  -0.10
19830225,  -0.30
19830228,   0.42
19830301,   0.64
19830302,  -0.75
19830303,  -0.50
19830304,  -0.15
19830307,  -0.55
19830308,  -0.48
19830309,   0.08
19830310,   0.06
19830311,   0.25
19830314,  -0.31
19830315,   0.22
19830316,   0.57
19830317,   0.54
19830318,   0.74
19830321,  -0.09
19830322,   0.50
19830323,   0.41
19830324,   0.27
19830325,   0.17
19830328,   0.11
19830329,  -0.01
19830330,  -0.05
19830331,  -1.87
19830404,  -0.54
19830405,   0.37
19830406,   0.16
19830407,   0.07
19830408,  -0.23
19830411,   0.24
19830412,   0.42
19830413,   0.78
19830414,   0.80
19830415,   0.76
19830418,   0.06
19830419,  -0.33
19830420,   0.44
19830421,   0.48
19830422,   0.24
19830425,  -0.39
19830426,  -0.65
19830427,  -0.44
19830428,  -0.14
19830429,  -0.62
19830502,  -0.63
19830503,  -0.49
19830504,   0.27
19830505,   1.05
19830506,   0.56
19830509,   0.02
19830510,  -0.01
19830511,  -0.68
19830512,  -0.45
19830513,   0.28
19830516,  -0.82
19830517,  -0.55
19830518,  -0.04
19830519,  -0.27
19830520,  -0.27
19830523,  -0.42
19830524,   0.08
19830525,   0.61
19830526,   0.32
19830527,  -0.13
19830531,  -0.48
19830601,   0.08
19830602,   0.71
19830603,   0.71
19830606,   0.54
19830607,   0.15
19830608,   0.12
19830609,   0.41
19830610,   0.60
19830613,   0.41
19830614,   0.41
19830615,   0.76
19830616,   0.33
19830617,  -0.62
19830620,  -0.07
19830621,  -0.31
19830622,   0.16
19830623,  -0.15
19830624,  -0.01
19830627,  -0.79
19830628,  -1.55
19830629,   0.11
19830630,   0.31
19830701,   0.07
19830705,  -1.12
19830706,  -0.47
19830707,   0.00
19830708,  -0.20
19830711,   0.25
19830712,  -0.52
19830713,  -0.56
19830714,   0.30
19830715,  -0.54
19830718,  -0.33
19830719,   0.40
19830720,   1.24
19830721,   0.71
19830722,   0.18
19830725,  -0.03
19830726,   0.19
19830727,  -1.30
19830728,  -1.48
19830729,  -0.52
19830801,  -0.80
19830802,  -0.32
19830803,  -0.69
19830804,  -0.91
19830805,   0.24
19830808,  -1.42
19830809,  -0.54
19830810,   0.67
19830811,   0.36
19830812,   0.37
19830815,   0.50
19830816,  -0.47
19830817,  -0.45
19830818,  -0.42
19830819,  -0.35
19830822,  -0.84
19830823,  -1.00
19830824,  -0.61
19830825,  -0.44
19830826,   0.59
19830829,   0.01
19830830,   0.47
19830831,   0.49
19830901,   0.47
19830902,   0.45
19830906,   0.58
19830907,   0.02
19830908,   0.07
19830909,  -0.46
19830912,  -0.24
19830913,  -0.58
19830914,  -0.01
19830915,  -0.18
19830916,   0.37
19830919,   0.59
19830920,  -0.05
19830921,   0.01
19830922,   0.17
19830923,  -0.27
19830926,   0.04
19830927,  -0.65
19830928,  -0.07
19830929,  -0.23
19830930,  -0.36
19831003,  -0.59
19831004,   0.02
19831005,  -0.21
19831006,   0.14
19831007,   0.61
19831010,  -0.30
19831011,   0.10
19831012,  -0.51
19831013,  -0.29
19831014,  -0.24
19831017,   0.09
19831018,  -0.80
19831019,  -0.19
19831020,  -0.05
19831021,  -0.17
19831024,   0.10
19831025,   0.43
19831026,   0.07
19831027,  -0.30
19831028,  -0.24
19831031,  -0.58
19831101,  -0.30
19831102,  -0.02
19831103,  -0.09
19831104,  -0.14
19831107,  -0.35
19831108,  -0.06
19831109,   0.09
19831110,   0.57
19831111,   0.22
19831114,   0.31
19831115,  -0.09
19831116,   0.05
19831117,  -0.21
19831118,  -0.10
19831121,   0.21
19831122,  -0.16
19831123,  -0.06
19831125,  -0.34
19831128,  -0.16
19831129,   0.14
19831130,  -0.29
19831201,   0.15
19831202,   0.42
19831205,   0.10
19831206,  -0.14
19831207,  -0.06
19831208,   0.17
19831209,   0.19
19831212,  -0.07
19831213,  -0.13
19831214,  -0.27
19831215,  -0.22
19831216,   0.07
19831219,   0.20
19831220,  -0.17
19831221,  -0.32
19831222,   0.16
19831223,  -0.12
19831227,  -0.08
19831228,   0.19
19831229,  -0.25
19831230,  -0.10
19840103,  -0.40
19840104,  -0.76
19840105,  -0.01
19840106,   0.10
19840109,   0.04
19840110,   0.04
19840111,  -0.14
19840112,   0.18
19840113,  -0.24
19840116,  -0.23
19840117,   0.00
19840118,  -0.13
19840119,  -0.27
19840120,  -0.22
19840123,  -0.26
19840124,  -0.30
19840125,  -0.05
19840126,   0.04
19840127,   0.04
19840130,  -0.22
19840131,   0.08
19840201,  -0.29
19840202,  -0.22
19840203,  -0.10
19840206,  -0.41
19840207,  -0.07
19840208,   0.02
19840209,   0.17
19840210,   0.23
19840213,   0.20
19840214,   0.43
19840215,   0.32
19840216,   0.00
19840217,   0.12
19840221,  -0.01
19840222,   0.16
19840223,   0.25
19840224,  -0.55
19840227,   0.36
19840228,   0.61
19840229,  -0.03
19840301,   0.04
19840302,  -0.08
19840305,  -0.12
19840306,   0.13
19840307,   0.02
19840308,   0.08
19840309,   0.10
19840312,  -0.32
19840313,  -0.60
19840314,  -0.17
19840315,   0.10
19840316,  -0.05
19840319,   0.41
19840320,  -0.04
19840321,   0.46
19840322,   0.56
19840323,   0.47
19840326,   0.05
19840327,   0.27
19840328,  -0.39
19840329,  -0.17
19840330,   0.30
19840402,  -0.06
19840403,   0.37
19840404,   0.37
19840405,   0.44
19840406,   0.18
19840409,   0.16
19840410,   0.24
19840411,   0.34
19840412,  -0.26
19840413,  -0.07
19840416,  -0.01
19840417,  -0.17
19840418,   0.10
19840419,   0.08
19840423,   0.35
19840424,   0.06
19840425,   0.00
19840426,  -0.48
19840427,  -0.11
19840430,  -0.02
19840501,  -1.00
19840502,  -0.76
19840503,  -0.06
19840504,   0.65
19840507,  -0.15
19840508,  -0.01
19840509,   0.31
19840510,   0.28
19840511,   0.44
19840514,   0.24
19840515,   0.15
19840516,   0.38
19840517,   0.72
19840518,   0.51
19840521,   0.33
19840522,   0.56
19840523,  -0.02
19840524,   0.48
19840525,  -0.11
19840529,   0.71
19840530,  -0.35
19840531,  -0.40
19840601,  -0.63
19840604,  -0.63
19840605,   0.08
19840606,   0.22
19840607,   0.33
19840608,   0.13
19840611,   0.80
19840612,   0.27
19840613,  -0.15
19840614,   0.13
19840615,  -0.19
19840618,  -0.69
19840619,  -0.27
19840620,  -0.39
19840621,  -0.26
19840622,  -0.19
19840625,   0.11
19840626,   0.66
19840627,   0.54
19840628,  -0.14
19840629,   0.09
19840702,   0.54
19840703,  -0.07
19840705,   0.56
19840706,   0.40
19840709,  -0.06
19840710,  -0.03
19840711,   0.46
19840712,   0.38
19840713,   0.36
19840716,   0.56
19840717,  -0.06
19840718,   0.57
19840719,   0.75
19840720,   0.76
19840723,   0.53
19840724,   0.29
19840725,   0.10
19840726,  -0.53
19840727,  -0.98
19840730,   0.00
19840731,  -0.35
19840801,  -1.27
19840802,  -1.86
19840803,  -2.69
19840806,  -0.40
19840807,   0.71
19840808,   0.64
19840809,  -0.90
19840810,  -0.31
19840813,   0.10
19840814,   0.44
19840815,   0.56
19840816,  -0.13
19840817,   0.03
19840820,   0.28
19840821,  -0.71
19840822,   0.12
19840823,   0.11
19840824,  -0.24
19840827,   0.41
19840828,  -0.47
19840829,  -0.12
19840830,  -0.11
19840831,  -0.01
19840904,   0.56
19840905,   0.41
19840906,   0.04
19840907,   0.33
19840910,   0.23
19840911,  -0.09
19840912,   0.24
19840913,  -0.48
19840914,  -0.40
19840917,   0.53
19840918,   0.44
19840919,   0.45
19840920,  -0.01
19840921,  -0.05
19840924,   0.19
19840925,   0.40
19840926,   0.13
19840927,   0.07
19840928,   0.25
19841001,   0.14
19841002,   0.34
19841003,   0.23
19841004,  -0.12
19841005,   0.10
19841008,   0.19
19841009,   0.44
19841010,  -0.03
19841011,   0.16
19841012,   0.05
19841015,  -0.04
19841016,   0.33
19841017,   0.06
19841018,  -0.79
19841019,   0.15
19841022,   0.10
19841023,   0.35
19841024,   0.07
19841025,   0.60
19841026,   0.55
19841029,   0.03
19841030,  -0.13
19841031,   0.38
19841101,   0.04
19841102,  -0.01
19841105,  -0.44
19841106,  -0.46
19841107,   0.25
19841108,  -0.01
19841109,   0.17
19841112,   0.05
19841113,   0.46
19841114,   0.29
19841115,   0.72
19841116,   0.27
19841119,   0.29
19841120,   0.00
19841121,   0.01
19841123,  -0.53
19841126,   0.30
19841127,   0.24
19841128,   0.54
19841129,   0.32
19841130,   0.09
19841203,   0.67
19841204,  -0.03
19841205,   0.59
19841206,   0.08
19841207,   0.12
19841210,   0.10
19841211,  -0.12
19841212,   0.01
19841213,   0.39
19841214,  -0.22
19841217,   0.40
19841218,  -1.02
19841219,  -0.16
19841220,   0.76
19841221,   0.22
19841224,  -0.69
19841226,   0.05
19841227,   0.28
19841228,  -0.09
19841231,  -0.28
19850102,  -0.20
19850103,  -0.15
19850104,  -0.18
19850107,  -0.27
19850108,  -0.02
19850109,  -0.47
19850110,  -1.23
19850111,  -0.16
19850114,  -1.16
19850115,  -0.27
19850116,  -0.33
19850117,   0.00
19850118,  -0.29
19850121,  -1.03
19850122,   0.28
19850123,  -0.15
19850124,  -0.02
19850125,  -0.25
19850128,  -0.09
19850129,  -0.28
19850130,  -0.16
19850131,  -0.22
19850201,   0.11
19850204,  -0.15
19850205,   0.16
19850206,  -0.43
19850207,  -0.28
19850208,  -0.10
19850211,  -0.06
19850212,   0.18
19850213,  -0.11
19850214,   0.62
19850215,   0.29
19850219,   0.31
19850220,  -0.20
19850221,  -0.06
19850222,  -0.08
19850225,   0.03
19850226,   0.21
19850227,   0.45
19850228,  -0.03
19850301,   0.37
19850304,   0.27
19850305,   0.13
19850306,  -0.05
19850307,   0.08
19850308,   0.04
19850311,   0.10
19850312,   0.29
19850313,   0.18
19850314,   0.21
19850315,   0.21
19850318,   0.11
19850319,  -0.21
19850320,   0.44
19850321,   0.26
19850322,  -0.02
19850325,   0.11
19850326,  -0.05
19850327,  -0.16
19850328,  -0.05
19850329,  -0.33
19850401,   0.22
19850402,   0.41
19850403,   0.02
19850404,  -0.07
19850408,   0.17
19850409,   0.17
19850410,   0.21
19850411,   0.28
19850412,   0.09
19850415,   0.01
19850416,   0.02
19850417,   0.09
19850418,   0.49
19850419,   0.15
19850422,   0.42
19850423,   0.26
19850424,   0.26
19850425,  -0.03
19850426,   0.17
19850429,   0.07
19850430,  -0.07
19850501,  -0.24
19850502,  -0.09
19850503,   0.28
19850506,   0.23
19850507,   0.16
19850508,   0.41
19850509,   0.30
19850510,   0.13
19850513,   0.13
19850514,   0.48
19850515,   0.23
19850516,   0.44
19850517,   0.18
19850520,   0.09
19850521,   0.13
19850522,   0.17
19850523,  -0.03
19850524,   0.18
19850528,   0.63
19850529,   0.24
19850530,   0.36
19850531,  -0.08
19850603,   0.46
19850604,   0.40
19850605,   0.86
19850606,   0.08
19850607,   0.14
19850610,  -0.23
19850611,   0.33
19850612,   0.34
19850613,   0.32
19850614,   0.02
19850617,   0.66
19850618,   0.42
19850619,   0.25
19850620,  -0.11
19850621,  -0.22
19850624,  -0.22
19850625,  -0.50
19850626,  -0.30
19850627,   0.00
19850628,   0.19
19850701,  -0.30
19850702,   0.14
19850703,   0.19
19850705,  -0.02
19850708,   0.54
19850709,   0.14
19850710,   0.03
19850711,  -0.06
19850712,   0.42
19850715,   0.22
19850716,  -0.54
19850717,  -0.46
19850718,  -0.24
19850719,  -0.80
19850722,  -0.37
19850723,  -0.70
19850724,  -1.15
19850725,  -0.74
19850726,  -0.32
19850729,  -0.27
19850730,   0.04
19850731,   0.08
19850801,   0.05
19850802,   0.00
19850805,   0.01
19850806,   0.43
19850807,  -0.35
19850808,   0.33
19850809,   0.29
19850812,   0.23
19850813,   0.29
19850814,   0.10
19850815,   0.09
19850816,   0.20
19850819,   0.04
19850820,   0.03
19850821,   0.09
19850822,   0.51
19850823,  -0.04
19850826,  -0.28
19850827,  -0.07
19850828,   0.15
19850829,   0.22
19850830,   0.02
19850903,   0.25
19850904,   0.27
19850905,   0.09
19850906,  -0.15
19850909,   0.06
19850910,   0.05
19850911,   0.17
19850912,  -0.24
19850913,  -0.22
19850916,   0.12
19850917,   0.08
19850918,  -0.13
19850919,   0.02
19850920,   0.63
19850923,   0.09
19850924,   0.51
19850925,   0.23
19850926,  -0.43
19850930,   0.40
19851001,   0.09
19851002,   0.18
19851003,   0.10
19851004,   0.17
19851007,   0.23
19851008,   0.39
19851009,   0.45
19851010,   0.35
19851011,   0.13
19851014,  -0.05
19851015,   0.60
19851016,   0.23
19851017,   0.01
19851018,   0.20
19851021,   0.19
19851022,  -0.02
19851023,   0.21
19851024,  -0.10
19851025,   0.36
19851028,   0.18
19851029,   0.04
19851030,   0.19
19851031,   0.34
19851101,   0.21
19851104,   0.29
19851105,  -0.03
19851106,  -0.28
19851107,   0.06
19851108,  -0.14
19851111,  -0.01
19851112,  -0.25
19851113,   0.10
19851114,  -0.12
19851115,  -0.09
19851118,   0.05
19851119,  -0.39
19851120,   0.40
19851121,  -0.33
19851122,  -0.06
19851125,   0.21
19851126,   0.08
19851127,  -0.32
19851129,  -0.09
19851202,   0.13
19851203,  -0.18
19851204,  -0.28
19851205,  -0.08
19851206,   0.23
19851209,   0.19
19851210,   0.19
19851211,   0.50
19851212,   0.33
19851213,  -0.67
19851216,   0.24
19851217,   0.36
19851218,   0.26
19851219,  -0.25
19851220,  -0.30
19851223,  -0.03
19851224,  -0.11
19851226,  -0.22
19851227,  -0.07
19851230,   0.11
19851231,  -0.11
19860102,  -0.72
19860103,   0.01
19860106,   0.00
19860107,  -0.03
19860108,   0.15
19860109,  -0.53
19860110,  -0.09
19860113,  -0.11
19860114,   0.15
19860115,   0.13
19860116,  -0.17
19860117,   0.13
19860120,   0.13
19860121,   0.59
19860122,   0.54
19860123,   0.27
19860124,   0.15
19860127,   0.92
19860128,   0.54
19860129,   0.68
19860130,   0.21
19860131,   0.34
19860203,   0.12
19860204,   0.58
19860205,   0.17
19860206,  -0.06
19860207,  -0.42
19860210,  -0.16
19860211,   0.03
19860212,  -0.09
19860213,   0.11
19860214,   0.33
19860218,   0.18
19860219,   0.36
19860220,  -0.11
19860221,  -0.04
19860224,   0.21
19860225,  -0.25
19860226,   0.22
19860227,   0.35
19860228,   0.49
19860303,   0.55
19860304,  -0.06
19860305,  -0.05
19860306,   0.40
19860307,   0.55
19860310,  -0.01
19860311,  -0.67
19860312,  -0.40
19860313,  -0.03
19860314,   0.35
19860317,  -0.17
19860318,  -0.31
19860319,   0.13
19860320,  -0.06
19860321,  -0.58
19860324,   0.62
19860325,   0.32
19860326,   0.52
19860327,   0.63
19860331,   0.76
19860401,   0.14
19860402,  -0.32
19860403,   0.05
19860404,  -0.62
19860407,  -0.55
19860408,   0.79
19860409,   0.57
19860410,   0.04
19860411,  -0.27
19860414,   0.29
19860415,  -0.28
19860416,   0.64
19860417,   0.16
19860418,   0.39
19860421,  -0.04
19860422,   0.20
19860423,  -0.51
19860424,  -0.35
19860425,  -0.28
19860428,  -0.12
19860429,  -0.17
19860430,  -0.37
19860501,  -0.27
19860502,  -0.32
19860505,  -0.25
19860506,   0.08
19860507,  -0.07
19860508,  -0.52
19860509,  -0.40
19860512,   0.02
19860513,   0.36
19860514,   0.42
19860515,  -0.19
19860516,  -0.16
19860519,  -0.36
19860520,   0.23
19860521,   0.64
19860522,   0.53
19860523,   0.46
19860527,   0.61
19860528,   0.52
19860529,   0.32
19860530,  -0.27
19860602,   0.08
19860603,   0.02
19860604,   0.43
19860605,   0.04
19860606,   0.31
19860609,  -0.03
19860610,  -0.08
19860611,   0.42
19860612,   0.34
19860613,   0.26
19860616,   0.10
19860617,   0.27
19860618,   0.04
19860619,   0.22
19860620,   0.33
19860623,   0.31
19860624,   0.52
19860625,   0.56
19860626,   0.39
19860627,  -0.15
19860630,   0.34
19860701,   0.42
19860702,   0.32
19860703,   0.19
19860707,  -1.18
19860708,  -1.31
19860709,   0.78
19860710,   0.10
19860711,   0.31
19860714,  -0.68
19860715,  -0.23
19860716,   0.61
19860717,   1.01
19860718,   0.51
19860721,   0.43
19860722,   0.46
19860723,   0.57
19860724,   0.75
19860725,   0.26
19860728,  -0.16
19860729,  -0.12
19860730,  -0.18
19860731,   0.01
19860801,   0.04
19860804,  -0.96
19860805,  -1.40
19860806,  -0.27
19860807,  -0.12
19860808,  -0.27
19860811,   0.23
19860812,   0.18
19860813,   0.31
19860814,   0.16
19860815,  -0.38
19860818,   0.33
19860819,   0.55
19860820,  -0.44
19860821,  -0.03
19860822,  -0.63
19860825,  -0.48
19860826,  -0.87
19860827,  -0.69
19860828,   0.13
19860829,   0.01
19860902,  -0.43
19860903,  -0.75
19860904,  -1.35
19860905,  -1.03
19860908,  -0.90
19860909,  -0.08
19860910,  -0.47
19860911,  -1.19
19860912,  -0.59
19860915,   0.26
19860916,  -0.34
19860917,   0.53
19860918,   0.10
19860919,  -0.51
19860922,   0.59
19860923,   0.62
19860924,   0.47
19860925,  -0.34
19860926,  -0.54
19860929,  -0.22
19860930,  -0.05
19861001,   0.51
19861002,   0.29
19861003,   0.34
19861006,  -0.12
19861007,  -0.28
19861008,  -0.22
19861009,   0.33
19861010,  -0.03
19861013,   0.07
19861014,   0.66
19861015,   0.17
19861016,   0.32
19861017,   0.19
19861020,   0.00
19861021,  -0.27
19861022,   0.19
19861023,   0.55
19861024,   0.03
19861027,   0.14
19861028,   0.26
19861029,   0.19
19861030,  -0.02
19861031,  -0.59
19861103,  -0.03
19861104,  -0.04
19861105,  -0.23
19861106,   0.12
19861107,  -0.08
19861110,  -0.15
19861111,  -0.26
19861112,   0.03
19861113,   0.05
19861114,  -0.41
19861117,   0.03
19861118,  -0.08
19861119,  -0.32
19861120,   0.32
19861121,   0.49
19861124,   0.14
19861125,  -0.21
19861126,   0.42
19861128,  -0.19
19861201,  -0.09
19861202,   0.17
19861203,   0.41
19861204,   0.08
19861205,   0.07
19861208,   0.22
19861209,   0.30
19861210,  -0.01
19861211,   0.04
19861212,   0.16
19861215,  -0.43
19861216,   0.12
19861217,   0.22
19861218,   0.08
19861219,  -0.02
19861222,   0.01
19861223,   0.19
19861224,  -0.23
19861226,   0.00
19861229,   0.16
19861230,  -0.06
19861231,  -0.35
19870102,  -0.17
19870105,   0.03
